index,name,type,height,weight,abilities,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed
215,sneasel-hisui,fighting / poison,0.9,27.0,inner-focus / keen-eye,pickpocket,55,95,55,35,75,115
216,teddiursa,normal,0.6,8.8,pickup / quick-feet,honey-gather,60,80,50,50,50,40
217,ursaring,normal,1.8,125.8,guts / quick-feet,unnerve,90,130,75,75,75,55
218,slugma,fire,0.7,35.0,magma-armor / flame-body,weak-armor,40,40,40,70,40,20
219,magcargo,fire / rock,0.8,55.0,magma-armor / flame-body,weak-armor,60,50,120,90,80,30
220,swinub,ice / ground,0.4,6.5,oblivious / snow-cloak,thick-fat,50,50,40,30,30,50
221,piloswine,ice / ground,1.1,55.8,oblivious / snow-cloak,thick-fat,100,100,80,60,60,50
222,corsola,water / rock,0.6,5.0,hustle / natural-cure,regenerator,65,55,95,65,95,35
222,corsola-galar,ghost,0.6,0.5,weak-armor,cursed-body,60,55,100,65,100,30
223,remoraid,water,0.6,12.0,hustle / sniper,moody,35,65,35,65,35,65
224,octillery,water,0.9,28.5,suction-cups / sniper,moody,75,105,75,105,75,45
225,delibird,ice / flying,0.9,16.0,vital-spirit / hustle,insomnia,45,55,45,65,45,75
226,mantine,water / flying,2.1,220.0,swift-swim / water-absorb,water-veil,85,40,70,80,140,70
227,skarmory,steel / flying,1.7,50.5,keen-eye / sturdy,weak-armor,65,80,140,40,70,70
228,houndour,dark / fire,0.6,10.8,early-bird / flash-fire,unnerve,45,60,30,80,50,65
229,houndoom,dark / fire,1.4,35.0,early-bird / flash-fire,unnerve,75,90,50,110,80,95
229,houndoom-mega,dark / fire,1.9,49.5,solar-power,,75,90,90,140,90,115
230,kingdra,water / dragon,1.8,152.0,swift-swim / sniper,damp,75,95,95,95,95,85
231,phanpy,ground,0.5,33.5,pickup,sand-veil,90,60,60,40,40,40
232,donphan,ground,1.1,120.0,sturdy,sand-veil,90,120,120,60,60,50
233,porygon2,normal,0.6,32.5,trace / download,analytic,85,80,90,105,95,60
234,stantler,normal,1.4,71.2,intimidate / frisk,sap-sipper,73,95,62,85,65,85
235,smeargle,normal,1.2,58.0,own-tempo / technician,moody,55,20,35,20,45,75
236,tyrogue,fighting,0.7,21.0,guts / steadfast,vital-spirit,35,35,35,35,35,35
237,hitmontop,fighting,1.4,48.0,intimidate / technician,steadfast,50,95,95,35,110,70
238,smoochum,ice / psychic,0.4,6.0,oblivious / forewarn,hydration,45,30,15,85,65,65
239,elekid,electric,0.6,23.5,static,vital-spirit,45,63,37,65,55,95
240,magby,fire,0.7,21.4,flame-body,vital-spirit,45,75,37,70,55,83
241,miltank,normal,1.2,75.5,thick-fat / scrappy,sap-sipper,95,80,105,40,70,100
242,blissey,normal,1.5,46.8,natural-cure / serene-grace,healer,255,10,10,75,135,55
243,raikou,electric,1.9,178.0,pressure,inner-focus,90,85,75,115,100,115
244,entei,fire,2.1,198.0,pressure,inner-focus,115,115,85,90,75,100
245,suicune,water,2.0,187.0,pressure,inner-focus,100,75,115,90,115,85
246,larvitar,rock / ground,0.6,72.0,guts,sand-veil,50,64,50,45,50,41
247,pupitar,rock / ground,1.2,152.0,shed-skin,,70,84,70,65,70,51
248,tyranitar,rock / dark,2.0,202.0,sand-stream,unnerve,100,134,110,95,100,61
248,tyranitar-mega,rock / dark,2.5,255.0,sand-stream,,100,164,150,95,120,71
249,lugia,psychic / flying,5.2,216.0,pressure,multiscale,106,90,130,90,154,110
250,ho-oh,fire / flying,3.8,199.0,pressure,regenerator,106,130,90,110,154,90
251,celebi,psychic / grass,0.6,5.0,natural-cure,,100,100,100,100,100,100
252,treecko,grass,0.5,5.0,overgrow,unburden,40,45,35,65,55,70
253,grovyle,grass,0.9,21.6,overgrow,unburden,50,65,45,85,65,95
254,sceptile,grass,1.7,52.2,overgrow,unburden,70,85,65,105,85,120
254,sceptile-mega,grass / dragon,1.9,55.2,lightning-rod,,70,110,75,145,85,145
255,torchic,fire,0.4,2.5,blaze,speed-boost,45,60,40,70,50,45
256,combusken,fire / fighting,0.9,19.5,blaze,speed-boost,60,85,60,85,60,55
257,blaziken,fire / fighting,1.9,52.0,blaze,speed-boost,80,120,70,110,70,80
257,blaziken-mega,fire / fighting,1.9,52.0,speed-boost,,80,160,80,130,80,100
258,mudkip,water,0.4,7.6,torrent,damp,50,70,50,50,50,40
259,marshtomp,water / ground,0.7,28.0,torrent,damp,70,85,70,60,70,50
260,swampert,water / ground,1.5,81.9,torrent,damp,100,110,90,85,90,60
260,swampert-mega,water / ground,1.9,102.0,swift-swim,,100,150,110,95,110,70
261,poochyena,dark,0.5,13.6,run-away / quick-feet,rattled,35,55,35,30,30,35
262,mightyena,dark,1.0,37.0,intimidate / quick-feet,moxie,70,90,70,60,60,70
263,zigzagoon,normal,0.4,17.5,pickup / gluttony,quick-feet,38,30,41,30,41,60
263,zigzagoon-galar,dark / normal,0.4,17.5,pickup / gluttony,quick-feet,38,30,41,30,41,60
264,linoone,normal,0.5,32.5,pickup / gluttony,quick-feet,78,70,61,50,61,100
264,linoone-galar,dark / normal,0.5,32.5,pickup / gluttony,quick-feet,78,70,61,50,61,100
265,wurmple,bug,0.3,3.6,shield-dust,run-away,45,45,35,20,30,20
266,silcoon,bug,0.6,10.0,shed-skin,,50,35,55,25,25,15
267,beautifly,bug / flying,1.0,28.4,swarm,rivalry,60,70,50,100,50,65
268,cascoon,bug,0.7,11.5,shed-skin,,50,35,55,25,25,15
269,dustox,bug / poison,1.2,31.6,shield-dust,compound-eyes,60,50,70,50,90,65
270,lotad,water / grass,0.5,2.6,swift-swim / rain-dish,own-tempo,40,30,30,40,50,30
271,lombre,water / grass,1.2,32.5,swift-swim / rain-dish,own-tempo,60,50,50,60,70,50
272,ludicolo,water / grass,1.5,55.0,swift-swim / rain-dish,own-tempo,80,70,70,90,100,70
273,seedot,grass,0.5,4.0,chlorophyll / early-bird,pickpocket,40,40,50,30,30,30
274,nuzleaf,grass / dark,1.0,28.0,chlorophyll / early-bird,pickpocket,70,70,40,60,40,60
275,shiftry,grass / dark,1.3,59.6,chlorophyll / wind-rider,pickpocket,90,100,60,90,60,80
276,taillow,normal / flying,0.3,2.3,guts,scrappy,40,55,30,30,30,85
277,swellow,normal / flying,0.7,19.8,guts,scrappy,60,85,60,75,50,125
278,wingull,water / flying,0.6,9.5,keen-eye / hydration,rain-dish,40,30,30,55,30,85
279,pelipper,water / flying,1.2,28.0,keen-eye / drizzle,rain-dish,60,50,100,95,70,65
280,ralts,psychic / fairy,0.4,6.6,synchronize / trace,telepathy,28,25,25,45,35,40
281,kirlia,psychic / fairy,0.8,20.2,synchronize / trace,telepathy,38,35,35,65,55,50
282,gardevoir,psychic / fairy,1.6,48.4,synchronize / trace,telepathy,68,65,65,125,115,80
282,gardevoir-mega,psychic / fairy,1.6,48.4,pixilate,,68,85,65,165,135,100
283,surskit,bug / water,0.5,1.7,swift-swim,rain-dish,40,30,32,50,52,65
284,masquerain,bug / flying,0.8,3.6,intimidate,unnerve,70,60,62,100,82,80
285,shroomish,grass,0.4,4.5,effect-spore / poison-heal,quick-feet,60,40,60,40,60,35
286,breloom,grass / fighting,1.2,39.2,effect-spore / poison-heal,technician,60,130,80,60,60,70
287,slakoth,normal,0.8,24.0,truant,,60,60,60,35,35,30
288,vigoroth,normal,1.4,46.5,vital-spirit,,80,80,80,55,55,90
289,slaking,normal,2.0,130.5,truant,,150,160,100,95,65,100
290,nincada,bug / ground,0.5,5.5,compound-eyes,run-away,31,45,90,30,30,40
291,ninjask,bug / flying,0.8,12.0,speed-boost,infiltrator,61,90,45,50,50,160
292,shedinja,bug / ghost,0.8,1.2,wonder-guard,,1,90,45,30,30,40
293,whismur,normal,0.6,16.3,soundproof,rattled,64,51,23,51,23,28
294,loudred,normal,1.0,40.5,soundproof,scrappy,84,71,43,71,43,48
295,exploud,normal,1.5,84.0,soundproof,scrappy,104,91,63,91,73,68
296,makuhita,fighting,1.0,86.4,thick-fat / guts,sheer-force,72,60,30,20,30,25
297,hariyama,fighting,2.3,253.8,thick-fat / guts,sheer-force,144,120,60,40,60,50
298,azurill,normal / fairy,0.2,2.0,thick-fat / huge-power,sap-sipper,50,20,40,20,40,20
299,nosepass,rock,1.0,97.0,sturdy / magnet-pull,sand-force,30,45,135,45,90,30
300,skitty,normal,0.6,11.0,cute-charm / normalize,wonder-skin,50,45,45,35,35,50
301,delcatty,normal,1.1,32.6,cute-charm / normalize,wonder-skin,70,65,65,55,55,90
302,sableye,dark / ghost,0.5,11.0,keen-eye / stall,prankster,50,75,75,65,65,50
302,sableye-mega,dark / ghost,0.5,161.0,magic-bounce,,50,85,125,85,115,20
303,mawile,steel / fairy,0.6,11.5,hyper-cutter / intimidate,sheer-force,50,85,85,55,55,50
303,mawile-mega,steel / fairy,1.0,23.5,huge-power,,50,105,125,55,95,50
304,aron,steel / rock,0.4,60.0,sturdy / rock-head,heavy-metal,50,70,100,40,40,30
305,lairon,steel / rock,0.9,120.0,sturdy / rock-head,heavy-metal,60,90,140,50,50,40
306,aggron,steel / rock,2.1,360.0,sturdy / rock-head,heavy-metal,70,110,180,60,60,50
306,aggron-mega,steel,2.2,395.0,filter,,70,140,230,60,80,50
307,meditite,fighting / psychic,0.6,11.2,pure-power,telepathy,30,40,55,40,55,60
308,medicham,fighting / psychic,1.3,31.5,pure-power,telepathy,60,60,75,60,75,80
308,medicham-mega,fighting / psychic,1.3,31.5,pure-power,,60,100,85,80,85,100
309,electrike,electric,0.6,15.2,static / lightning-rod,minus,40,45,40,65,40,65
310,manectric,electric,1.5,40.2,static / lightning-rod,minus,70,75,60,105,60,105
310,manectric-mega,electric,1.8,44.0,intimidate,,70,75,80,135,80,135
311,plusle,electric,0.4,4.2,plus,lightning-rod,60,50,40,85,75,95
312,minun,electric,0.4,4.2,minus,volt-absorb,60,40,50,75,85,95
313,volbeat,bug,0.7,17.7,illuminate / swarm,prankster,65,73,75,47,85,85
314,illumise,bug,0.6,17.7,oblivious / tinted-lens,prankster,65,47,75,73,85,85
315,roselia,grass / poison,0.3,2.0,natural-cure / poison-point,leaf-guard,50,60,45,100,80,65
316,gulpin,poison,0.4,10.3,liquid-ooze / sticky-hold,gluttony,70,43,53,43,53,40
317,swalot,poison,1.7,80.0,liquid-ooze / sticky-hold,gluttony,100,73,83,73,83,55
318,carvanha,water / dark,0.8,20.8,rough-skin,speed-boost,45,90,20,65,20,65
319,sharpedo,water / dark,1.8,88.8,rough-skin,speed-boost,70,120,40,95,40,95
319,sharpedo-mega,water / dark,2.5,130.3,strong-jaw,,70,140,70,110,65,105
320,wailmer,water,2.0,130.0,water-veil / oblivious,pressure,130,70,35,70,35,60
321,wailord,water,14.5,398.0,water-veil / oblivious,pressure,170,90,45,90,45,60
322,numel,fire / ground,0.7,24.0,oblivious / simple,own-tempo,60,60,40,65,45,35
323,camerupt,fire / ground,1.9,220.0,magma-armor / solid-rock,anger-point,70,100,70,105,75,40
323,camerupt-mega,fire / ground,2.5,320.5,sheer-force,,70,120,100,145,105,20
324,torkoal,fire,0.5,80.4,white-smoke / drought,shell-armor,70,85,140,85,70,20
325,spoink,psychic,0.7,30.6,thick-fat / own-tempo,gluttony,60,25,35,70,80,60
326,grumpig,psychic,0.9,71.5,thick-fat / own-tempo,gluttony,80,45,65,90,110,80
327,spinda,normal,1.1,5.0,own-tempo / tangled-feet,contrary,60,60,60,60,60,60
328,trapinch,ground,0.7,15.0,hyper-cutter / arena-trap,sheer-force,45,100,45,45,45,10
329,vibrava,ground / dragon,1.1,15.3,levitate,,50,70,50,50,50,70
330,flygon,ground / dragon,2.0,82.0,levitate,,80,100,80,80,80,100
331,cacnea,grass,0.4,51.3,sand-veil,water-absorb,50,85,40,85,40,35
332,cacturne,grass / dark,1.3,77.4,sand-veil,water-absorb,70,115,60,115,60,55
333,swablu,normal / flying,0.4,1.2,natural-cure,cloud-nine,45,40,60,40,75,50
334,altaria,dragon / flying,1.1,20.6,natural-cure,cloud-nine,75,70,90,70,105,80
334,altaria-mega,dragon / fairy,1.5,20.6,pixilate,,75,110,110,110,105,80
335,zangoose,normal,1.3,40.3,immunity,toxic-boost,73,115,60,60,60,90
336,seviper,poison,2.7,52.5,shed-skin,infiltrator,73,100,60,100,60,65
337,lunatone,rock / psychic,1.0,168.0,levitate,,90,55,65,95,85,70
338,solrock,rock / psychic,1.2,154.0,levitate,,90,95,85,55,65,70
339,barboach,water / ground,0.4,1.9,oblivious / anticipation,hydration,50,48,43,46,41,60
340,whiscash,water / ground,0.9,23.6,oblivious / anticipation,hydration,110,78,73,76,71,60
341,corphish,water,0.6,11.5,hyper-cutter / shell-armor,adaptability,43,80,65,50,35,35
342,crawdaunt,water / dark,1.1,32.8,hyper-cutter / shell-armor,adaptability,63,120,85,90,55,55
343,baltoy,ground / psychic,0.5,21.5,levitate,,40,40,55,40,70,55
344,claydol,ground / psychic,1.5,108.0,levitate,,60,70,105,70,120,75
345,lileep,rock / grass,1.0,23.8,suction-cups,storm-drain,66,41,77,61,87,23
346,cradily,rock / grass,1.5,60.4,suction-cups,storm-drain,86,81,97,81,107,43
347,anorith,rock / bug,0.7,12.5,battle-armor,swift-swim,45,95,50,40,50,75
348,armaldo,rock / bug,1.5,68.2,battle-armor,swift-swim,75,125,100,70,80,45
349,feebas,water,0.6,7.4,swift-swim / oblivious,adaptability,20,15,20,10,55,80
350,milotic,water,6.2,162.0,marvel-scale / competitive,cute-charm,95,60,79,100,125,81
351,castform,normal,0.3,0.8,forecast,,70,70,70,70,70,70
351,castform-sunny,fire,0.3,0.8,forecast,,70,70,70,70,70,70
351,castform-rainy,water,0.3,0.8,forecast,,70,70,70,70,70,70
351,castform-snowy,ice,0.3,0.8,forecast,,70,70,70,70,70,70
352,kecleon,normal,1.0,22.0,color-change,protean,60,90,70,60,120,40
353,shuppet,ghost,0.6,2.3,insomnia / frisk,cursed-body,44,75,35,63,33,45
354,banette,ghost,1.1,12.5,insomnia / frisk,cursed-body,64,115,65,83,63,65
354,banette-mega,ghost,1.2,13.0,prankster,,64,165,75,93,83,75
355,duskull,ghost,0.8,15.0,levitate,frisk,20,40,90,30,90,25
356,dusclops,ghost,1.6,30.6,pressure,frisk,40,70,130,60,130,25
357,tropius,grass / flying,2.0,100.0,chlorophyll / solar-power,harvest,99,68,83,72,87,51
358,chimecho,psychic,0.6,1.0,levitate,,75,50,80,95,90,65
359,absol,dark,1.2,47.0,pressure / super-luck,justified,65,130,60,75,60,75
359,absol-mega,dark,1.2,49.0,magic-bounce,,65,150,60,115,60,115
360,wynaut,psychic,0.6,14.0,shadow-tag,telepathy,95,23,48,23,48,23
361,snorunt,ice,0.7,16.8,inner-focus / ice-body,moody,50,50,50,50,50,50
362,glalie,ice,1.5,256.5,inner-focus / ice-body,moody,80,80,80,80,80,80
362,glalie-mega,ice,2.1,350.2,refrigerate,,80,120,80,120,80,100
363,spheal,ice / water,0.8,39.5,thick-fat / ice-body,oblivious,70,40,50,55,50,25
364,sealeo,ice / water,1.1,87.6,thick-fat / ice-body,oblivious,90,60,70,75,70,45
365,walrein,ice / water,1.4,150.6,thick-fat / ice-body,oblivious,110,80,90,95,90,65
366,clamperl,water,0.4,52.5,shell-armor,rattled,35,64,85,74,55,32
367,huntail,water,1.7,27.0,swift-swim,water-veil,55,104,105,94,75,52
368,gorebyss,water,1.8,22.6,swift-swim,hydration,55,84,105,114,75,52
369,relicanth,water / rock,1.0,23.4,swift-swim / rock-head,sturdy,100,90,130,45,65,55
370,luvdisc,water,0.6,8.7,swift-swim,hydration,43,30,55,40,65,97
371,bagon,dragon,0.6,42.1,rock-head,sheer-force,45,75,60,40,30,50
372,shelgon,dragon,1.1,110.5,rock-head,overcoat,65,95,100,60,50,50
373,salamence,dragon / flying,1.5,102.6,intimidate,moxie,95,135,80,110,80,100
373,salamence-mega,dragon / flying,1.8,112.6,aerilate,,95,145,130,120,90,120
374,beldum,steel / psychic,0.6,95.2,clear-body,light-metal,40,55,80,35,60,30
375,metang,steel / psychic,1.2,202.5,clear-body,light-metal,60,75,100,55,80,50
376,metagross,steel / psychic,1.6,550.0,clear-body,light-metal,80,135,130,95,90,70
376,metagross-mega,steel / psychic,2.5,942.9,tough-claws,,80,145,150,105,110,110
377,regirock,rock,1.7,230.0,clear-body,sturdy,80,100,200,50,100,50
378,regice,ice,1.8,175.0,clear-body,ice-body,80,50,100,100,200,50
379,registeel,steel,1.9,205.0,clear-body,light-metal,80,75,150,75,150,50
380,latias,dragon / psychic,1.4,40.0,levitate,,80,80,90,110,130,110
380,latias-mega,dragon / psychic,1.8,52.0,levitate,,80,100,120,140,150,110
381,latios,dragon / psychic,2.0,60.0,levitate,,80,90,80,130,110,110
381,latios-mega,dragon / psychic,2.3,70.0,levitate,,80,130,100,160,120,110
382,kyogre,water,4.5,352.0,drizzle,,100,100,90,150,140,90
382,kyogre-primal,water,9.8,430.0,primordial-sea,,100,150,90,180,160,90
383,groudon,ground,3.5,950.0,drought,,100,150,140,100,90,90
383,groudon-primal,ground / fire,5.0,999.7,desolate-land,,100,180,160,150,90,90
384,rayquaza,dragon / flying,7.0,206.5,air-lock,,105,150,90,150,90,95
384,rayquaza-mega,dragon / flying,10.8,392.0,delta-stream,,105,180,100,180,100,115
385,jirachi,steel / psychic,0.3,1.1,serene-grace,,100,100,100,100,100,100
386,deoxys-normal,psychic,1.7,60.8,pressure,,50,150,50,150,50,150
387,turtwig,grass,0.4,10.2,overgrow,shell-armor,55,68,64,45,55,31
388,grotle,grass,1.1,97.0,overgrow,shell-armor,75,89,85,55,65,36
389,torterra,grass / ground,2.2,310.0,overgrow,shell-armor,95,109,105,75,85,56
390,chimchar,fire,0.5,6.2,blaze,iron-fist,44,58,44,58,44,61
391,monferno,fire / fighting,0.9,22.0,blaze,iron-fist,64,78,52,78,52,81
392,infernape,fire / fighting,1.2,55.0,blaze,iron-fist,76,104,71,104,71,108
393,piplup,water,0.4,5.2,torrent,competitive,53,51,53,61,56,40
394,prinplup,water,0.8,23.0,torrent,competitive,64,66,68,81,76,50
395,empoleon,water / steel,1.7,84.5,torrent,competitive,84,86,88,111,101,60
396,starly,normal / flying,0.3,2.0,keen-eye,reckless,40,55,30,30,30,60
397,staravia,normal / flying,0.6,15.5,intimidate,reckless,55,75,50,40,40,80
398,staraptor,normal / flying,1.2,24.9,intimidate,reckless,85,120,70,50,60,100
399,bidoof,normal,0.5,20.0,simple / unaware,moody,59,45,40,35,40,31
400,bibarel,normal / water,1.0,31.5,simple / unaware,moody,79,85,60,55,60,71
401,kricketot,bug,0.3,2.2,shed-skin,run-away,37,25,41,25,41,25
402,kricketune,bug,1.0,25.5,swarm,technician,77,85,51,55,51,65
403,shinx,electric,0.5,9.5,rivalry / intimidate,guts,45,65,34,40,34,45
404,luxio,electric,0.9,30.5,rivalry / intimidate,guts,60,85,49,60,49,60
405,luxray,electric,1.4,42.0,rivalry / intimidate,guts,80,120,79,95,79,70
406,budew,grass / poison,0.2,1.2,natural-cure / poison-point,leaf-guard,40,30,35,50,70,55
407,roserade,grass / poison,0.9,14.5,natural-cure / poison-point,technician,60,70,65,125,105,90
408,cranidos,rock,0.9,31.5,mold-breaker,sheer-force,67,125,40,30,30,58
409,rampardos,rock,1.6,102.5,mold-breaker,sheer-force,97,165,60,65,50,58
410,shieldon,rock / steel,0.5,57.0,sturdy,soundproof,30,42,118,42,88,30
411,bastiodon,rock / steel,1.3,149.5,sturdy,soundproof,60,52,168,47,138,30
412,burmy,bug,0.2,3.4,shed-skin,overcoat,40,29,45,29,45,36
413,wormadam-plant,bug / grass,0.5,6.5,anticipation,overcoat,60,59,85,79,105,36
414,mothim,bug / flying,0.9,23.3,swarm,tinted-lens,70,94,50,94,50,66
415,combee,bug / flying,0.3,5.5,honey-gather,hustle,30,30,42,30,42,70
416,vespiquen,bug / flying,1.2,38.5,pressure,unnerve,70,80,102,80,102,40
417,pachirisu,electric,0.4,3.9,run-away / pickup,volt-absorb,60,45,70,45,90,95
418,buizel,water,0.7,29.5,swift-swim,water-veil,55,65,35,60,30,85
419,floatzel,water,1.1,33.5,swift-swim,water-veil,85,105,55,85,50,115
420,cherubi,grass,0.4,3.3,chlorophyll,,45,35,45,62,53,35
421,cherrim,grass,0.5,9.3,flower-gift,,70,60,70,87,78,85
422,shellos,water,0.3,6.3,sticky-hold / storm-drain,sand-force,76,48,48,57,62,34
423,gastrodon,water / ground,0.9,29.9,sticky-hold / storm-drain,sand-force,111,83,68,92,82,39
424,ambipom,normal,1.2,20.3,technician / pickup,skill-link,75,100,66,60,66,115
425,drifloon,ghost / flying,0.4,1.2,aftermath / unburden,flare-boost,90,50,34,60,44,70
426,drifblim,ghost / flying,1.2,15.0,aftermath / unburden,flare-boost,150,80,44,90,54,80
427,buneary,normal,0.4,5.5,run-away / klutz,limber,55,66,44,44,56,85
428,lopunny,normal,1.2,33.3,cute-charm / klutz,limber,65,76,84,54,96,105
428,lopunny-mega,normal / fighting,1.3,28.3,scrappy,,65,136,94,54,96,135
429,mismagius,ghost,0.9,4.4,levitate,,60,60,60,105,105,105
430,honchkrow,dark / flying,0.9,27.3,insomnia / super-luck,moxie,100,125,52,105,52,71
431,glameow,normal,0.5,3.9,limber / own-tempo,keen-eye,49,55,42,42,37,85
432,purugly,normal,1.0,43.8,thick-fat / own-tempo,defiant,71,82,64,64,59,112
433,chingling,psychic,0.2,0.6,levitate,,45,30,50,65,50,45
434,stunky,poison / dark,0.4,19.2,stench / aftermath,keen-eye,63,63,47,41,41,74
435,skuntank,poison / dark,1.0,38.0,stench / aftermath,keen-eye,103,93,67,71,61,84
436,bronzor,steel / psychic,0.5,60.5,levitate / heatproof,heavy-metal,57,24,86,24,86,23
437,bronzong,steel / psychic,1.3,187.0,levitate / heatproof,heavy-metal,67,89,116,79,116,33
438,bonsly,rock,0.5,15.0,sturdy / rock-head,rattled,50,80,95,10,45,10
439,mime-jr,psychic / fairy,0.6,13.0,soundproof / filter,technician,20,25,45,70,90,60
440,happiny,normal,0.6,24.4,natural-cure / serene-grace,friend-guard,100,5,5,15,65,30
441,chatot,normal / flying,0.5,1.9,keen-eye / tangled-feet,big-pecks,76,65,45,92,42,91
442,spiritomb,ghost / dark,1.0,108.0,pressure,infiltrator,50,92,108,92,108,35
443,gible,dragon / ground,0.7,20.5,sand-veil,rough-skin,58,70,45,40,45,42
444,gabite,dragon / ground,1.4,56.0,sand-veil,rough-skin,68,90,65,50,55,82
445,garchomp,dragon / ground,1.9,95.0,sand-veil,rough-skin,108,130,95,80,85,102
445,garchomp-mega,dragon / ground,1.9,95.0,sand-force,,108,170,115,120,95,92
446,munchlax,normal,0.6,105.0,pickup / thick-fat,gluttony,135,85,40,40,85,5
447,riolu,fighting,0.7,20.2,steadfast / inner-focus,prankster,40,70,40,35,40,60
448,lucario,fighting / steel,1.2,54.0,steadfast / inner-focus,justified,70,110,70,115,70,90
448,lucario-mega,fighting / steel,1.3,57.5,adaptability,,70,145,88,140,70,112
449,hippopotas,ground,0.8,49.5,sand-stream,sand-force,68,72,78,38,42,32
450,hippowdon,ground,2.0,300.0,sand-stream,sand-force,108,112,118,68,72,47
451,skorupi,poison / bug,0.8,12.0,battle-armor / sniper,keen-eye,40,50,90,30,55,65
452,drapion,poison / dark,1.3,61.5,battle-armor / sniper,keen-eye,70,90,110,60,75,95
453,croagunk,poison / fighting,0.7,23.0,anticipation / dry-skin,poison-touch,48,61,40,61,40,50
454,toxicroak,poison / fighting,1.3,44.4,anticipation / dry-skin,poison-touch,83,106,65,86,65,85
455,carnivine,grass,1.4,27.0,levitate,,74,100,72,90,72,46
456,finneon,water,0.4,7.0,swift-swim / storm-drain,water-veil,49,49,56,49,61,66
457,lumineon,water,1.2,24.0,swift-swim / storm-drain,water-veil,69,69,76,69,86,91
458,mantyke,water / flying,1.0,65.0,swift-swim / water-absorb,water-veil,45,20,50,60,120,50
459,snover,grass / ice,1.0,50.5,snow-warning,soundproof,60,62,50,62,60,40
460,abomasnow,grass / ice,2.2,135.5,snow-warning,soundproof,90,92,75,92,85,60
460,abomasnow-mega,grass / ice,2.7,185.0,snow-warning,,90,132,105,132,105,30
461,weavile,dark / ice,1.1,34.0,pressure,pickpocket,70,120,65,45,85,125
462,magnezone,electric / steel,1.2,180.0,magnet-pull / sturdy,analytic,70,70,115,130,90,60
463,lickilicky,normal,1.7,140.0,own-tempo / oblivious,cloud-nine,110,85,95,80,95,50
464,rhyperior,ground / rock,2.4,282.8,lightning-rod / solid-rock,reckless,115,140,130,55,55,40
465,tangrowth,grass,2.0,128.6,chlorophyll / leaf-guard,regenerator,100,100,125,110,50,50
466,electivire,electric,1.8,138.6,motor-drive,vital-spirit,75,123,67,95,85,95
467,magmortar,fire,1.6,68.0,flame-body,vital-spirit,75,95,67,125,95,83
468,togekiss,fairy / flying,1.5,38.0,hustle / serene-grace,super-luck,85,50,95,120,115,80
469,yanmega,bug / flying,1.9,51.5,speed-boost / tinted-lens,frisk,86,76,86,116,56,95
470,leafeon,grass,1.0,25.5,leaf-guard,chlorophyll,65,110,130,60,65,95
471,glaceon,ice,0.8,25.9,snow-cloak,ice-body,65,60,110,130,95,65
472,gliscor,ground / flying,2.0,42.5,hyper-cutter / sand-veil,poison-heal,75,95,125,45,75,95
473,mamoswine,ice / ground,2.5,291.0,oblivious / snow-cloak,thick-fat,110,130,80,70,60,80
474,porygon-z,normal,0.9,34.0,adaptability / download,analytic,85,80,70,135,75,90
475,gallade,psychic / fighting,1.6,52.0,steadfast / sharpness,justified,68,125,65,65,115,80
475,gallade-mega,psychic / fighting,1.6,56.4,inner-focus,,68,165,95,65,115,110
476,probopass,rock / steel,1.4,340.0,sturdy / magnet-pull,sand-force,60,55,145,75,150,40
477,dusknoir,ghost,2.2,106.6,pressure,frisk,45,100,135,65,135,45
478,froslass,ice / ghost,1.3,26.6,snow-cloak,cursed-body,70,80,70,80,70,110
479,rotom,electric / ghost,0.3,0.3,levitate,,50,50,77,95,77,91
479,rotom-heat,electric / fire,0.3,0.3,levitate,,50,65,107,105,107,86
479,rotom-wash,electric / water,0.3,0.3,levitate,,50,65,107,105,107,86
479,rotom-frost,electric / ice,0.3,0.3,levitate,,50,65,107,105,107,86
479,rotom-fan,electric / flying,0.3,0.3,levitate,,50,65,107,105,107,86
479,rotom-mow,electric / grass,0.3,0.3,levitate,,50,65,107,105,107,86
480,uxie,psychic,0.3,0.3,levitate,,75,75,130,75,130,95
481,mesprit,psychic,0.3,0.3,levitate,,80,105,105,105,105,80
482,azelf,psychic,0.3,0.3,levitate,,75,125,70,125,70,115
483,dialga,steel / dragon,5.4,683.0,pressure,telepathy,100,120,120,150,100,90
483,dialga-origin,steel / dragon,7.0,848.7,pressure,telepathy,100,100,120,150,120,90
484,palkia,water / dragon,4.2,336.0,pressure,telepathy,90,120,100,150,120,100
484,palkia-origin,water / dragon,6.3,659.0,pressure,telepathy,90,100,100,150,120,120
485,heatran,fire / steel,1.7,430.0,flash-fire,flame-body,91,90,106,130,106,77
486,regigigas,normal,3.7,420.0,slow-start,,110,160,110,80,110,100
487,giratina-altered,ghost / dragon,4.5,750.0,pressure,telepathy,150,100,120,100,120,90
488,cresselia,psychic,1.5,85.6,levitate,,120,70,110,75,120,85
489,phione,water,0.4,3.1,hydration,,80,80,80,80,80,80
490,manaphy,water,0.3,1.4,hydration,,100,100,100,100,100,100
491,darkrai,dark,1.5,50.5,bad-dreams,,70,90,90,135,90,125
492,shaymin-land,grass,0.2,2.1,natural-cure,,100,100,100,100,100,100
493,arceus,normal,3.2,320.0,multitype,,120,120,120,120,120,120
494,victini,psychic / fire,0.4,4.0,victory-star,,100,100,100,100,100,100
495,snivy,grass,0.6,8.1,overgrow,contrary,45,45,55,45,55,63
