index,name,type,height,weight,abilities,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,legendary,mythical,generation,total_stats
181,ampharos,electric,1,61,static,plus,90,75,85,115,90,55,False,False,generation-ii,510
181,ampharos-mega,electric / dragon,1,61,mold-breaker,None ,90,95,105,165,110,45,False,False,generation-ii,610
182,bellossom,grass,0,5,chlorophyll,healer,75,80,95,90,100,50,False,False,generation-ii,490
183,marill,water / fairy,0,8,thick-fat / huge-power,sap-sipper,70,20,50,20,50,40,False,False,generation-ii,250
184,azumarill,water / fairy,0,28,thick-fat / huge-power,sap-sipper,100,50,80,60,80,50,False,False,generation-ii,420
185,sudowoodo,rock,1,38,sturdy / rock-head,rattled,70,100,115,30,65,30,False,False,generation-ii,410
186,politoed,water,1,33,water-absorb / damp,drizzle,90,75,75,90,100,70,False,False,generation-ii,500
187,hoppip,grass / flying,0,0,chlorophyll / leaf-guard,infiltrator,35,35,40,35,55,50,False,False,generation-ii,250
188,skiploom,grass / flying,0,1,chlorophyll / leaf-guard,infiltrator,55,45,50,45,65,80,False,False,generation-ii,340
189,jumpluff,grass / flying,0,3,chlorophyll / leaf-guard,infiltrator,75,55,70,55,95,110,False,False,generation-ii,460
190,aipom,normal,0,11,run-away / pickup,skill-link,55,70,55,40,55,85,False,False,generation-ii,360
191,sunkern,grass,0,1,chlorophyll / solar-power,early-bird,30,30,30,30,30,30,False,False,generation-ii,180
192,sunflora,grass,0,8,chlorophyll / solar-power,early-bird,75,75,55,105,85,30,False,False,generation-ii,425
193,yanma,bug / flying,1,38,speed-boost / compound-eyes,frisk,65,65,45,75,45,95,False,False,generation-ii,390
194,wooper,water / ground,0,8,damp / water-absorb,unaware,55,45,45,25,25,15,False,False,generation-ii,210
194,wooper-paldea,poison / ground,0,11,poison-point / water-absorb,unaware,55,45,45,25,25,15,False,False,generation-ii,210
195,quagsire,water / ground,1,75,damp / water-absorb,unaware,95,85,85,65,65,35,False,False,generation-ii,430
196,espeon,psychic,0,26,synchronize,magic-bounce,65,65,60,130,95,110,False,False,generation-ii,525
197,umbreon,dark,1,27,synchronize,inner-focus,95,65,110,60,130,65,False,False,generation-ii,525
198,murkrow,dark / flying,0,2,insomnia / super-luck,prankster,60,85,42,85,42,91,False,False,generation-ii,405
199,slowking,water / psychic,2,79,oblivious / own-tempo,regenerator,95,75,80,100,110,30,False,False,generation-ii,490
199,slowking-galar,poison / psychic,1,79,curious-medicine / own-tempo,regenerator,95,65,80,110,110,30,False,False,generation-ii,490
200,misdreavus,ghost,0,1,levitate,None ,60,60,60,85,85,85,False,False,generation-ii,435
201,unown,psychic,0,5,levitate,None ,48,72,48,72,48,48,False,False,generation-ii,336
202,wobbuffet,psychic,1,28,shadow-tag,telepathy,190,33,58,33,58,33,False,False,generation-ii,405
203,girafarig,normal / psychic,1,41,inner-focus / early-bird,sap-sipper,70,80,65,90,65,85,False,False,generation-ii,455
204,pineco,bug,0,7,sturdy,overcoat,50,65,90,35,35,15,False,False,generation-ii,290
205,forretress,bug / steel,1,125,sturdy,overcoat,75,90,140,60,60,40,False,False,generation-ii,465
206,dunsparce,normal,1,14,serene-grace / run-away,rattled,100,70,70,65,65,45,False,False,generation-ii,415
207,gligar,ground / flying,1,64,hyper-cutter / sand-veil,immunity,65,75,105,35,65,85,False,False,generation-ii,430
208,steelix,steel / ground,9,400,rock-head / sturdy,sheer-force,75,85,200,55,65,30,False,False,generation-ii,510
208,steelix-mega,steel / ground,10,740,sand-force,None ,75,125,230,55,95,30,False,False,generation-ii,610
209,snubbull,fairy,0,7,intimidate / run-away,rattled,60,80,50,40,40,30,False,False,generation-ii,300
210,granbull,fairy,1,48,intimidate / quick-feet,rattled,90,120,75,60,60,45,False,False,generation-ii,450
211,qwilfish,water / poison,0,3,poison-point / swift-swim,intimidate,65,95,85,55,55,85,False,False,generation-ii,440
211,qwilfish-hisui,dark / poison,0,3,poison-point / swift-swim,intimidate,65,95,85,55,55,85,False,False,generation-ii,440
212,scizor,bug / steel,1,118,swarm / technician,light-metal,70,130,100,55,80,65,False,False,generation-ii,500
212,scizor-mega,bug / steel,2,125,technician,None ,70,150,140,65,100,75,False,False,generation-ii,600
213,shuckle,bug / rock,0,20,sturdy / gluttony,contrary,20,10,230,10,230,5,False,False,generation-ii,505
214,heracross,bug / fighting,1,54,swarm / guts,moxie,80,125,75,40,95,85,False,False,generation-ii,500
214,heracross-mega,bug / fighting,1,62,skill-link,None ,80,185,115,40,105,75,False,False,generation-ii,600
215,sneasel,dark / ice,0,28,inner-focus / keen-eye,pickpocket,55,95,55,35,75,115,False,False,generation-ii,430
215,sneasel-hisui,fighting / poison,0,27,inner-focus / keen-eye,pickpocket,55,95,55,35,75,115,False,False,generation-ii,430
216,teddiursa,normal,0,8,pickup / quick-feet,honey-gather,60,80,50,50,50,40,False,False,generation-ii,330
217,ursaring,normal,1,125,guts / quick-feet,unnerve,90,130,75,75,75,55,False,False,generation-ii,500
218,slugma,fire,0,35,magma-armor / flame-body,weak-armor,40,40,40,70,40,20,False,False,generation-ii,250
219,magcargo,fire / rock,0,55,magma-armor / flame-body,weak-armor,60,50,120,90,80,30,False,False,generation-ii,430
220,swinub,ice / ground,0,6,oblivious / snow-cloak,thick-fat,50,50,40,30,30,50,False,False,generation-ii,250
221,piloswine,ice / ground,1,55,oblivious / snow-cloak,thick-fat,100,100,80,60,60,50,False,False,generation-ii,450
222,corsola,water / rock,0,5,hustle / natural-cure,regenerator,65,55,95,65,95,35,False,False,generation-ii,410
222,corsola-galar,ghost,0,0,weak-armor,cursed-body,60,55,100,65,100,30,False,False,generation-ii,410
223,remoraid,water,0,12,hustle / sniper,moody,35,65,35,65,35,65,False,False,generation-ii,300
224,octillery,water,0,28,suction-cups / sniper,moody,75,105,75,105,75,45,False,False,generation-ii,480
225,delibird,ice / flying,0,16,vital-spirit / hustle,insomnia,45,55,45,65,45,75,False,False,generation-ii,330
226,mantine,water / flying,2,220,swift-swim / water-absorb,water-veil,85,40,70,80,140,70,False,False,generation-ii,485
227,skarmory,steel / flying,1,50,keen-eye / sturdy,weak-armor,65,80,140,40,70,70,False,False,generation-ii,465
228,houndour,dark / fire,0,10,early-bird / flash-fire,unnerve,45,60,30,80,50,65,False,False,generation-ii,330
229,houndoom,dark / fire,1,35,early-bird / flash-fire,unnerve,75,90,50,110,80,95,False,False,generation-ii,500
229,houndoom-mega,dark / fire,1,49,solar-power,None ,75,90,90,140,90,115,False,False,generation-ii,600
230,kingdra,water / dragon,1,152,swift-swim / sniper,damp,75,95,95,95,95,85,False,False,generation-ii,540
231,phanpy,ground,0,33,pickup,sand-veil,90,60,60,40,40,40,False,False,generation-ii,330
232,donphan,ground,1,120,sturdy,sand-veil,90,120,120,60,60,50,False,False,generation-ii,500
233,porygon2,normal,0,32,trace / download,analytic,85,80,90,105,95,60,False,False,generation-ii,515
234,stantler,normal,1,71,intimidate / frisk,sap-sipper,73,95,62,85,65,85,False,False,generation-ii,465
235,smeargle,normal,1,58,own-tempo / technician,moody,55,20,35,20,45,75,False,False,generation-ii,250
236,tyrogue,fighting,0,21,guts / steadfast,vital-spirit,35,35,35,35,35,35,False,False,generation-ii,210
237,hitmontop,fighting,1,48,intimidate / technician,steadfast,50,95,95,35,110,70,False,False,generation-ii,455
238,smoochum,ice / psychic,0,6,oblivious / forewarn,hydration,45,30,15,85,65,65,False,False,generation-ii,305
239,elekid,electric,0,23,static,vital-spirit,45,63,37,65,55,95,False,False,generation-ii,360
240,magby,fire,0,21,flame-body,vital-spirit,45,75,37,70,55,83,False,False,generation-ii,365
241,miltank,normal,1,75,thick-fat / scrappy,sap-sipper,95,80,105,40,70,100,False,False,generation-ii,490
242,blissey,normal,1,46,natural-cure / serene-grace,healer,255,10,10,75,135,55,False,False,generation-ii,540
243,raikou,electric,1,178,pressure,inner-focus,90,85,75,115,100,115,True,False,generation-ii,580
244,entei,fire,2,198,pressure,inner-focus,115,115,85,90,75,100,True,False,generation-ii,580
245,suicune,water,2,187,pressure,inner-focus,100,75,115,90,115,85,True,False,generation-ii,580
246,larvitar,rock / ground,0,72,guts,sand-veil,50,64,50,45,50,41,False,False,generation-ii,300
247,pupitar,rock / ground,1,152,shed-skin,None ,70,84,70,65,70,51,False,False,generation-ii,410
248,tyranitar,rock / dark,2,202,sand-stream,unnerve,100,134,110,95,100,61,False,False,generation-ii,600
248,tyranitar-mega,rock / dark,2,255,sand-stream,None ,100,164,150,95,120,71,False,False,generation-ii,700
249,lugia,psychic / flying,5,216,pressure,multiscale,106,90,130,90,154,110,True,False,generation-ii,680
250,ho-oh,fire / flying,3,199,pressure,regenerator,106,130,90,110,154,90,True,False,generation-ii,680
251,celebi,psychic / grass,0,5,natural-cure,None ,100,100,100,100,100,100,False,True,generation-ii,600
252,treecko,grass,0,5,overgrow,unburden,40,45,35,65,55,70,False,False,generation-iii,310
253,grovyle,grass,0,21,overgrow,unburden,50,65,45,85,65,95,False,False,generation-iii,405
254,sceptile,grass,1,52,overgrow,unburden,70,85,65,105,85,120,False,False,generation-iii,530
254,sceptile-mega,grass / dragon,1,55,lightning-rod,None ,70,110,75,145,85,145,False,False,generation-iii,630
255,torchic,fire,0,2,blaze,speed-boost,45,60,40,70,50,45,False,False,generation-iii,310
256,combusken,fire / fighting,0,19,blaze,speed-boost,60,85,60,85,60,55,False,False,generation-iii,405
257,blaziken,fire / fighting,1,52,blaze,speed-boost,80,120,70,110,70,80,False,False,generation-iii,530
257,blaziken-mega,fire / fighting,1,52,speed-boost,None ,80,160,80,130,80,100,False,False,generation-iii,630
258,mudkip,water,0,7,torrent,damp,50,70,50,50,50,40,False,False,generation-iii,310
259,marshtomp,water / ground,0,28,torrent,damp,70,85,70,60,70,50,False,False,generation-iii,405
260,swampert,water / ground,1,81,torrent,damp,100,110,90,85,90,60,False,False,generation-iii,535
260,swampert-mega,water / ground,1,102,swift-swim,None ,100,150,110,95,110,70,False,False,generation-iii,635
261,poochyena,dark,0,13,run-away / quick-feet,rattled,35,55,35,30,30,35,False,False,generation-iii,220
262,mightyena,dark,1,37,intimidate / quick-feet,moxie,70,90,70,60,60,70,False,False,generation-iii,420
263,zigzagoon,normal,0,17,pickup / gluttony,quick-feet,38,30,41,30,41,60,False,False,generation-iii,240
263,zigzagoon-galar,dark / normal,0,17,pickup / gluttony,quick-feet,38,30,41,30,41,60,False,False,generation-iii,240
264,linoone,normal,0,32,pickup / gluttony,quick-feet,78,70,61,50,61,100,False,False,generation-iii,420
264,linoone-galar,dark / normal,0,32,pickup / gluttony,quick-feet,78,70,61,50,61,100,False,False,generation-iii,420
265,wurmple,bug,0,3,shield-dust,run-away,45,45,35,20,30,20,False,False,generation-iii,195
266,silcoon,bug,0,10,shed-skin,None ,50,35,55,25,25,15,False,False,generation-iii,205
267,beautifly,bug / flying,1,28,swarm,rivalry,60,70,50,100,50,65,False,False,generation-iii,395
268,cascoon,bug,0,11,shed-skin,None ,50,35,55,25,25,15,False,False,generation-iii,205
269,dustox,bug / poison,1,31,shield-dust,compound-eyes,60,50,70,50,90,65,False,False,generation-iii,385
270,lotad,water / grass,0,2,swift-swim / rain-dish,own-tempo,40,30,30,40,50,30,False,False,generation-iii,220
271,lombre,water / grass,1,32,swift-swim / rain-dish,own-tempo,60,50,50,60,70,50,False,False,generation-iii,340
272,ludicolo,water / grass,1,55,swift-swim / rain-dish,own-tempo,80,70,70,90,100,70,False,False,generation-iii,480
273,seedot,grass,0,4,chlorophyll / early-bird,pickpocket,40,40,50,30,30,30,False,False,generation-iii,220
274,nuzleaf,grass / dark,1,28,chlorophyll / early-bird,pickpocket,70,70,40,60,40,60,False,False,generation-iii,340
275,shiftry,grass / dark,1,59,chlorophyll / wind-rider,pickpocket,90,100,60,90,60,80,False,False,generation-iii,480
276,taillow,normal / flying,0,2,guts,scrappy,40,55,30,30,30,85,False,False,generation-iii,270
277,swellow,normal / flying,0,19,guts,scrappy,60,85,60,75,50,125,False,False,generation-iii,455
278,wingull,water / flying,0,9,keen-eye / hydration,rain-dish,40,30,30,55,30,85,False,False,generation-iii,270
279,pelipper,water / flying,1,28,keen-eye / drizzle,rain-dish,60,50,100,95,70,65,False,False,generation-iii,440
280,ralts,psychic / fairy,0,6,synchronize / trace,telepathy,28,25,25,45,35,40,False,False,generation-iii,198
281,kirlia,psychic / fairy,0,20,synchronize / trace,telepathy,38,35,35,65,55,50,False,False,generation-iii,278
282,gardevoir,psychic / fairy,1,48,synchronize / trace,telepathy,68,65,65,125,115,80,False,False,generation-iii,518
282,gardevoir-mega,psychic / fairy,1,48,pixilate,None ,68,85,65,165,135,100,False,False,generation-iii,618
283,surskit,bug / water,0,1,swift-swim,rain-dish,40,30,32,50,52,65,False,False,generation-iii,269
284,masquerain,bug / flying,0,3,intimidate,unnerve,70,60,62,100,82,80,False,False,generation-iii,454
285,shroomish,grass,0,4,effect-spore / poison-heal,quick-feet,60,40,60,40,60,35,False,False,generation-iii,295
286,breloom,grass / fighting,1,39,effect-spore / poison-heal,technician,60,130,80,60,60,70,False,False,generation-iii,460
287,slakoth,normal,0,24,truant,None ,60,60,60,35,35,30,False,False,generation-iii,280
288,vigoroth,normal,1,46,vital-spirit,None ,80,80,80,55,55,90,False,False,generation-iii,440
289,slaking,normal,2,130,truant,None ,150,160,100,95,65,100,False,False,generation-iii,670
290,nincada,bug / ground,0,5,compound-eyes,run-away,31,45,90,30,30,40,False,False,generation-iii,266
291,ninjask,bug / flying,0,12,speed-boost,infiltrator,61,90,45,50,50,160,False,False,generation-iii,456
292,shedinja,bug / ghost,0,1,wonder-guard,None ,1,90,45,30,30,40,False,False,generation-iii,236
293,whismur,normal,0,16,soundproof,rattled,64,51,23,51,23,28,False,False,generation-iii,240
294,loudred,normal,1,40,soundproof,scrappy,84,71,43,71,43,48,False,False,generation-iii,360
295,exploud,normal,1,84,soundproof,scrappy,104,91,63,91,73,68,False,False,generation-iii,490
296,makuhita,fighting,1,86,thick-fat / guts,sheer-force,72,60,30,20,30,25,False,False,generation-iii,237
297,hariyama,fighting,2,253,thick-fat / guts,sheer-force,144,120,60,40,60,50,False,False,generation-iii,474
298,azurill,normal / fairy,0,2,thick-fat / huge-power,sap-sipper,50,20,40,20,40,20,False,False,generation-iii,190
299,nosepass,rock,1,97,sturdy / magnet-pull,sand-force,30,45,135,45,90,30,False,False,generation-iii,375
300,skitty,normal,0,11,cute-charm / normalize,wonder-skin,50,45,45,35,35,50,False,False,generation-iii,260
301,delcatty,normal,1,32,cute-charm / normalize,wonder-skin,70,65,65,55,55,90,False,False,generation-iii,400
302,sableye,dark / ghost,0,11,keen-eye / stall,prankster,50,75,75,65,65,50,False,False,generation-iii,380
302,sableye-mega,dark / ghost,0,161,magic-bounce,None ,50,85,125,85,115,20,False,False,generation-iii,480
303,mawile,steel / fairy,0,11,hyper-cutter / intimidate,sheer-force,50,85,85,55,55,50,False,False,generation-iii,380
303,mawile-mega,steel / fairy,1,23,huge-power,None ,50,105,125,55,95,50,False,False,generation-iii,480
304,aron,steel / rock,0,60,sturdy / rock-head,heavy-metal,50,70,100,40,40,30,False,False,generation-iii,330
305,lairon,steel / rock,0,120,sturdy / rock-head,heavy-metal,60,90,140,50,50,40,False,False,generation-iii,430
306,aggron,steel / rock,2,360,sturdy / rock-head,heavy-metal,70,110,180,60,60,50,False,False,generation-iii,530
306,aggron-mega,steel,2,395,filter,None ,70,140,230,60,80,50,False,False,generation-iii,630
307,meditite,fighting / psychic,0,11,pure-power,telepathy,30,40,55,40,55,60,False,False,generation-iii,280
308,medicham,fighting / psychic,1,31,pure-power,telepathy,60,60,75,60,75,80,False,False,generation-iii,410
308,medicham-mega,fighting / psychic,1,31,pure-power,None ,60,100,85,80,85,100,False,False,generation-iii,510
309,electrike,electric,0,15,static / lightning-rod,minus,40,45,40,65,40,65,False,False,generation-iii,295
310,manectric,electric,1,40,static / lightning-rod,minus,70,75,60,105,60,105,False,False,generation-iii,475
310,manectric-mega,electric,1,44,intimidate,None ,70,75,80,135,80,135,False,False,generation-iii,575
311,plusle,electric,0,4,plus,lightning-rod,60,50,40,85,75,95,False,False,generation-iii,405
312,minun,electric,0,4,minus,volt-absorb,60,40,50,75,85,95,False,False,generation-iii,405
313,volbeat,bug,0,17,illuminate / swarm,prankster,65,73,75,47,85,85,False,False,generation-iii,430
314,illumise,bug,0,17,oblivious / tinted-lens,prankster,65,47,75,73,85,85,False,False,generation-iii,430
315,roselia,grass / poison,0,2,natural-cure / poison-point,leaf-guard,50,60,45,100,80,65,False,False,generation-iii,400
316,gulpin,poison,0,10,liquid-ooze / sticky-hold,gluttony,70,43,53,43,53,40,False,False,generation-iii,302
317,swalot,poison,1,80,liquid-ooze / sticky-hold,gluttony,100,73,83,73,83,55,False,False,generation-iii,467
318,carvanha,water / dark,0,20,rough-skin,speed-boost,45,90,20,65,20,65,False,False,generation-iii,305
319,sharpedo,water / dark,1,88,rough-skin,speed-boost,70,120,40,95,40,95,False,False,generation-iii,460
319,sharpedo-mega,water / dark,2,130,strong-jaw,None ,70,140,70,110,65,105,False,False,generation-iii,560
320,wailmer,water,2,130,water-veil / oblivious,pressure,130,70,35,70,35,60,False,False,generation-iii,400
321,wailord,water,14,398,water-veil / oblivious,pressure,170,90,45,90,45,60,False,False,generation-iii,500
322,numel,fire / ground,0,24,oblivious / simple,own-tempo,60,60,40,65,45,35,False,False,generation-iii,305
323,camerupt,fire / ground,1,220,magma-armor / solid-rock,anger-point,70,100,70,105,75,40,False,False,generation-iii,460
323,camerupt-mega,fire / ground,2,320,sheer-force,None ,70,120,100,145,105,20,False,False,generation-iii,560
324,torkoal,fire,0,80,white-smoke / drought,shell-armor,70,85,140,85,70,20,False,False,generation-iii,470
325,spoink,psychic,0,30,thick-fat / own-tempo,gluttony,60,25,35,70,80,60,False,False,generation-iii,330
326,grumpig,psychic,0,71,thick-fat / own-tempo,gluttony,80,45,65,90,110,80,False,False,generation-iii,470
327,spinda,normal,1,5,own-tempo / tangled-feet,contrary,60,60,60,60,60,60,False,False,generation-iii,360
328,trapinch,ground,0,15,hyper-cutter / arena-trap,sheer-force,45,100,45,45,45,10,False,False,generation-iii,290
329,vibrava,ground / dragon,1,15,levitate,None ,50,70,50,50,50,70,False,False,generation-iii,340
330,flygon,ground / dragon,2,82,levitate,None ,80,100,80,80,80,100,False,False,generation-iii,520
331,cacnea,grass,0,51,sand-veil,water-absorb,50,85,40,85,40,35,False,False,generation-iii,335
332,cacturne,grass / dark,1,77,sand-veil,water-absorb,70,115,60,115,60,55,False,False,generation-iii,475
333,swablu,normal / flying,0,1,natural-cure,cloud-nine,45,40,60,40,75,50,False,False,generation-iii,310
334,altaria,dragon / flying,1,20,natural-cure,cloud-nine,75,70,90,70,105,80,False,False,generation-iii,490
334,altaria-mega,dragon / fairy,1,20,pixilate,None ,75,110,110,110,105,80,False,False,generation-iii,590
335,zangoose,normal,1,40,immunity,toxic-boost,73,115,60,60,60,90,False,False,generation-iii,458
336,seviper,poison,2,52,shed-skin,infiltrator,73,100,60,100,60,65,False,False,generation-iii,458
337,lunatone,rock / psychic,1,168,levitate,None ,90,55,65,95,85,70,False,False,generation-iii,460
338,solrock,rock / psychic,1,154,levitate,None ,90,95,85,55,65,70,False,False,generation-iii,460
339,barboach,water / ground,0,1,oblivious / anticipation,hydration,50,48,43,46,41,60,False,False,generation-iii,288
340,whiscash,water / ground,0,23,oblivious / anticipation,hydration,110,78,73,76,71,60,False,False,generation-iii,468
341,corphish,water,0,11,hyper-cutter / shell-armor,adaptability,43,80,65,50,35,35,False,False,generation-iii,308
342,crawdaunt,water / dark,1,32,hyper-cutter / shell-armor,adaptability,63,120,85,90,55,55,False,False,generation-iii,468
343,baltoy,ground / psychic,0,21,levitate,None ,40,40,55,40,70,55,False,False,generation-iii,300
344,claydol,ground / psychic,1,108,levitate,None ,60,70,105,70,120,75,False,False,generation-iii,500
345,lileep,rock / grass,1,23,suction-cups,storm-drain,66,41,77,61,87,23,False,False,generation-iii,355
346,cradily,rock / grass,1,60,suction-cups,storm-drain,86,81,97,81,107,43,False,False,generation-iii,495
347,anorith,rock / bug,0,12,battle-armor,swift-swim,45,95,50,40,50,75,False,False,generation-iii,355
348,armaldo,rock / bug,1,68,battle-armor,swift-swim,75,125,100,70,80,45,False,False,generation-iii,495
349,feebas,water,0,7,swift-swim / oblivious,adaptability,20,15,20,10,55,80,False,False,generation-iii,200
350,milotic,water,6,162,marvel-scale / competitive,cute-charm,95,60,79,100,125,81,False,False,generation-iii,540
351,castform,normal,0,0,forecast,None ,70,70,70,70,70,70,False,False,generation-iii,420
351,castform-sunny,fire,0,0,forecast,None ,70,70,70,70,70,70,False,False,generation-iii,420
351,castform-rainy,water,0,0,forecast,None ,70,70,70,70,70,70,False,False,generation-iii,420
351,castform-snowy,ice,0,0,forecast,None ,70,70,70,70,70,70,False,False,generation-iii,420
352,kecleon,normal,1,22,color-change,protean,60,90,70,60,120,40,False,False,generation-iii,440
353,shuppet,ghost,0,2,insomnia / frisk,cursed-body,44,75,35,63,33,45,False,False,generation-iii,295
354,banette,ghost,1,12,insomnia / frisk,cursed-body,64,115,65,83,63,65,False,False,generation-iii,455
354,banette-mega,ghost,1,13,prankster,None ,64,165,75,93,83,75,False,False,generation-iii,555
355,duskull,ghost,0,15,levitate,frisk,20,40,90,30,90,25,False,False,generation-iii,295
356,dusclops,ghost,1,30,pressure,frisk,40,70,130,60,130,25,False,False,generation-iii,455
357,tropius,grass / flying,2,100,chlorophyll / solar-power,harvest,99,68,83,72,87,51,False,False,generation-iii,460
358,chimecho,psychic,0,1,levitate,None ,75,50,80,95,90,65,False,False,generation-iii,455
359,absol,dark,1,47,pressure / super-luck,justified,65,130,60,75,60,75,False,False,generation-iii,465
359,absol-mega,dark,1,49,magic-bounce,None ,65,150,60,115,60,115,False,False,generation-iii,565
360,wynaut,psychic,0,14,shadow-tag,telepathy,95,23,48,23,48,23,False,False,generation-iii,260
361,snorunt,ice,0,16,inner-focus / ice-body,moody,50,50,50,50,50,50,False,False,generation-iii,300
362,glalie,ice,1,256,inner-focus / ice-body,moody,80,80,80,80,80,80,False,False,generation-iii,480
362,glalie-mega,ice,2,350,refrigerate,None ,80,120,80,120,80,100,False,False,generation-iii,580
363,spheal,ice / water,0,39,thick-fat / ice-body,oblivious,70,40,50,55,50,25,False,False,generation-iii,290
364,sealeo,ice / water,1,87,thick-fat / ice-body,oblivious,90,60,70,75,70,45,False,False,generation-iii,410
365,walrein,ice / water,1,150,thick-fat / ice-body,oblivious,110,80,90,95,90,65,False,False,generation-iii,530
366,clamperl,water,0,52,shell-armor,rattled,35,64,85,74,55,32,False,False,generation-iii,345
367,huntail,water,1,27,swift-swim,water-veil,55,104,105,94,75,52,False,False,generation-iii,485
368,gorebyss,water,1,22,swift-swim,hydration,55,84,105,114,75,52,False,False,generation-iii,485
369,relicanth,water / rock,1,23,swift-swim / rock-head,sturdy,100,90,130,45,65,55,False,False,generation-iii,485
370,luvdisc,water,0,8,swift-swim,hydration,43,30,55,40,65,97,False,False,generation-iii,330
371,bagon,dragon,0,42,rock-head,sheer-force,45,75,60,40,30,50,False,False,generation-iii,300
372,shelgon,dragon,1,110,rock-head,overcoat,65,95,100,60,50,50,False,False,generation-iii,420
373,salamence,dragon / flying,1,102,intimidate,moxie,95,135,80,110,80,100,False,False,generation-iii,600
373,salamence-mega,dragon / flying,1,112,aerilate,None ,95,145,130,120,90,120,False,False,generation-iii,700
374,beldum,steel / psychic,0,95,clear-body,light-metal,40,55,80,35,60,30,False,False,generation-iii,300
375,metang,steel / psychic,1,202,clear-body,light-metal,60,75,100,55,80,50,False,False,generation-iii,420
376,metagross,steel / psychic,1,550,clear-body,light-metal,80,135,130,95,90,70,False,False,generation-iii,600
376,metagross-mega,steel / psychic,2,942,tough-claws,None ,80,145,150,105,110,110,False,False,generation-iii,700
377,regirock,rock,1,230,clear-body,sturdy,80,100,200,50,100,50,True,False,generation-iii,580
378,regice,ice,1,175,clear-body,ice-body,80,50,100,100,200,50,True,False,generation-iii,580
379,registeel,steel,1,205,clear-body,light-metal,80,75,150,75,150,50,True,False,generation-iii,580
380,latias,dragon / psychic,1,40,levitate,None ,80,80,90,110,130,110,True,False,generation-iii,600
380,latias-mega,dragon / psychic,1,52,levitate,None ,80,100,120,140,150,110,True,False,generation-iii,700
381,latios,dragon / psychic,2,60,levitate,None ,80,90,80,130,110,110,True,False,generation-iii,600
381,latios-mega,dragon / psychic,2,70,levitate,None ,80,130,100,160,120,110,True,False,generation-iii,700
382,kyogre,water,4,352,drizzle,None ,100,100,90,150,140,90,True,False,generation-iii,670
382,kyogre-primal,water,9,430,primordial-sea,None ,100,150,90,180,160,90,True,False,generation-iii,770
383,groudon,ground,3,950,drought,None ,100,150,140,100,90,90,True,False,generation-iii,670
383,groudon-primal,ground / fire,5,999,desolate-land,None ,100,180,160,150,90,90,True,False,generation-iii,770
384,rayquaza,dragon / flying,7,206,air-lock,None ,105,150,90,150,90,95,True,False,generation-iii,680
384,rayquaza-mega,dragon / flying,10,392,delta-stream,None ,105,180,100,180,100,115,True,False,generation-iii,780
385,jirachi,steel / psychic,0,1,serene-grace,None ,100,100,100,100,100,100,False,True,generation-iii,600
386,deoxys-normal,psychic,1,60,pressure,None ,50,150,50,150,50,150,False,True,generation-iii,600
386,deoxys-attack,psychic,1,60,pressure,None ,50,180,20,180,20,150,False,True,generation-iii,600
386,deoxys-defense,psychic,1,60,pressure,None ,50,70,160,70,160,90,False,True,generation-iii,600
386,deoxys-speed,psychic,1,60,pressure,None ,50,95,90,95,90,180,False,True,generation-iii,600
387,turtwig,grass,0,10,overgrow,shell-armor,55,68,64,45,55,31,False,False,generation-iv,318
388,grotle,grass,1,97,overgrow,shell-armor,75,89,85,55,65,36,False,False,generation-iv,405
389,torterra,grass / ground,2,310,overgrow,shell-armor,95,109,105,75,85,56,False,False,generation-iv,525
390,chimchar,fire,0,6,blaze,iron-fist,44,58,44,58,44,61,False,False,generation-iv,309
391,monferno,fire / fighting,0,22,blaze,iron-fist,64,78,52,78,52,81,False,False,generation-iv,405
392,infernape,fire / fighting,1,55,blaze,iron-fist,76,104,71,104,71,108,False,False,generation-iv,534
393,piplup,water,0,5,torrent,competitive,53,51,53,61,56,40,False,False,generation-iv,314
394,prinplup,water,0,23,torrent,competitive,64,66,68,81,76,50,False,False,generation-iv,405
395,empoleon,water / steel,1,84,torrent,competitive,84,86,88,111,101,60,False,False,generation-iv,530
396,starly,normal / flying,0,2,keen-eye,reckless,40,55,30,30,30,60,False,False,generation-iv,245
397,staravia,normal / flying,0,15,intimidate,reckless,55,75,50,40,40,80,False,False,generation-iv,340
398,staraptor,normal / flying,1,24,intimidate,reckless,85,120,70,50,60,100,False,False,generation-iv,485
399,bidoof,normal,0,20,simple / unaware,moody,59,45,40,35,40,31,False,False,generation-iv,250
400,bibarel,normal / water,1,31,simple / unaware,moody,79,85,60,55,60,71,False,False,generation-iv,410
401,kricketot,bug,0,2,shed-skin,run-away,37,25,41,25,41,25,False,False,generation-iv,194
402,kricketune,bug,1,25,swarm,technician,77,85,51,55,51,65,False,False,generation-iv,384
403,shinx,electric,0,9,rivalry / intimidate,guts,45,65,34,40,34,45,False,False,generation-iv,263
404,luxio,electric,0,30,rivalry / intimidate,guts,60,85,49,60,49,60,False,False,generation-iv,363
405,luxray,electric,1,42,rivalry / intimidate,guts,80,120,79,95,79,70,False,False,generation-iv,523
406,budew,grass / poison,0,1,natural-cure / poison-point,leaf-guard,40,30,35,50,70,55,False,False,generation-iv,280
407,roserade,grass / poison,0,14,natural-cure / poison-point,technician,60,70,65,125,105,90,False,False,generation-iv,515
