index,name,type1,type2,ability1,ability2,hidden_ability,height,weight,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,VGCusage2022,VGCusage2023,VGCusage2024
128,tauros-paldea-combat,fighting,None,intimidate,anger-point,cud-chew,1,115,75,110,105,30,70,100,490,False,False,generation-i,NoUsage,0.0,2e-05
128,tauros-paldea-blaze,fighting,fire,intimidate,anger-point,cud-chew,1,85,75,110,105,30,70,100,490,False,False,generation-i,NoUsage,1.3573,0.02578
128,tauros-paldea-aqua,fighting,water,intimidate,anger-point,cud-chew,1,110,75,110,105,30,70,100,490,False,False,generation-i,NoUsage,4.7291,0.03032
129,magikarp,water,None,swift-swim,None,rattled,0,10,20,10,55,15,20,80,200,False,False,generation-i,0.0,0.0,0.0
130,gyarados,water,flying,intimidate,None,moxie,6,235,95,125,79,60,100,81,540,False,False,generation-i,0.11423,1.22696,0.72103
130,gyarados-mega,water,dark,mold-breaker,None,None ,6,305,95,155,109,70,130,81,640,False,False,generation-i,NoUsage,NoUsage,NoUsage
131,lapras,water,ice,water-absorb,shell-armor,hydration,2,220,130,85,80,85,95,60,535,False,False,generation-i,1.16696,NoUsage,0.02388
131,lapras-gmax,water,ice,water-absorb,shell-armor,hydration,24,1000,130,85,80,85,95,60,535,False,False,generation-i,NoUsage,NoUsage,NoUsage
132,ditto,normal,None,limber,None,imposter,0,4,48,48,48,48,48,48,288,False,False,generation-i,3.09842,0.0,0.02251
133,eevee,normal,None,run-away,adaptability,anticipation,0,6,55,55,50,45,65,55,325,False,False,generation-i,0.0,0.0,0.0
133,eevee-starter,normal,None,run-away,adaptability,anticipation,0,6,65,75,70,65,85,75,435,False,False,generation-i,NoUsage,NoUsage,NoUsage
133,eevee-gmax,normal,None,run-away,adaptability,anticipation,18,1000,55,55,50,45,65,55,325,False,False,generation-i,NoUsage,NoUsage,NoUsage
134,vaporeon,water,None,water-absorb,None,hydration,1,29,130,65,60,110,95,65,525,False,False,generation-i,0.00484,0.42939,0.00777
135,jolteon,electric,None,volt-absorb,None,quick-feet,0,24,65,65,60,110,95,130,525,False,False,generation-i,0.01735,0.01662,0.00748
136,flareon,fire,None,flash-fire,None,guts,0,25,65,130,60,95,110,65,525,False,False,generation-i,0.0001,0.00235,0.00082
137,porygon,normal,None,trace,download,analytic,0,36,65,60,70,85,75,40,395,False,False,generation-i,0.0,NoUsage,0.0
138,omanyte,rock,water,swift-swim,shell-armor,weak-armor,0,7,35,40,100,90,55,35,355,False,False,generation-i,0.0,NoUsage,NoUsage
139,omastar,rock,water,swift-swim,shell-armor,weak-armor,1,35,70,60,125,115,70,55,495,False,False,generation-i,0.00116,NoUsage,NoUsage
140,kabuto,rock,water,swift-swim,battle-armor,weak-armor,0,11,30,80,90,55,45,55,355,False,False,generation-i,0.0,NoUsage,NoUsage
141,kabutops,rock,water,swift-swim,battle-armor,weak-armor,1,40,60,115,105,65,70,80,495,False,False,generation-i,0.00512,NoUsage,NoUsage
142,aerodactyl,rock,flying,rock-head,pressure,unnerve,1,59,80,105,65,60,75,130,515,False,False,generation-i,0.03223,NoUsage,NoUsage
142,aerodactyl-mega,rock,flying,tough-claws,None,None ,2,79,80,135,85,70,95,150,615,False,False,generation-i,NoUsage,NoUsage,NoUsage
143,snorlax,normal,None,immunity,thick-fat,gluttony,2,460,160,110,65,65,110,30,540,False,False,generation-i,0.09956,1.07291,0.12706
143,snorlax-gmax,normal,None,immunity,thick-fat,gluttony,35,1000,160,110,65,65,110,30,540,False,False,generation-i,NoUsage,NoUsage,NoUsage
144,articuno,ice,flying,pressure,None,snow-cloak,1,55,90,85,100,95,125,85,580,True,False,generation-i,0.00441,0.25015,0.14175
144,articuno-galar,psychic,flying,competitive,None,None ,1,50,90,85,85,125,100,95,580,True,False,generation-i,0.14347,0.77831,0.16038
145,zapdos,electric,flying,pressure,None,static,1,52,90,90,85,125,90,100,580,True,False,generation-i,11.40017,4.02741,0.21902
145,zapdos-galar,fighting,flying,defiant,None,None ,1,58,90,125,90,85,90,100,580,True,False,generation-i,0.28285,0.72719,0.97368
146,moltres,fire,flying,pressure,None,flame-body,2,60,90,100,90,125,85,90,580,True,False,generation-i,0.0,0.18912,0.00767
146,moltres-galar,dark,flying,berserk,None,None ,2,66,90,85,90,100,125,90,580,True,False,generation-i,1.16687,3.60211,1.25364
147,dratini,dragon,None,shed-skin,None,marvel-scale,1,3,41,64,45,50,50,50,300,False,False,generation-i,0.0,0.0,0.0
148,dragonair,dragon,None,shed-skin,None,marvel-scale,4,16,61,84,65,70,70,70,420,False,False,generation-i,0.0,0.0,0.0
149,dragonite,dragon,flying,inner-focus,None,multiscale,2,210,91,134,95,100,100,80,600,False,False,generation-i,0.24606,15.01609,10.52673
150,mewtwo,psychic,None,pressure,None,unnerve,2,122,106,110,90,154,90,130,680,True,False,generation-i,0.09673,NoUsage,0.10214
150,mewtwo-mega-x,psychic,fighting,steadfast,None,None ,2,127,106,190,100,154,100,130,780,True,False,generation-i,NoUsage,NoUsage,NoUsage
150,mewtwo-mega-y,psychic,None,insomnia,None,None ,1,33,106,150,70,194,120,140,780,True,False,generation-i,NoUsage,NoUsage,NoUsage
151,mew,psychic,None,synchronize,None,None ,0,4,100,100,100,100,100,100,600,False,True,generation-i,NoUsage,NoUsage,NoUsage
152,chikorita,grass,None,overgrow,None,leaf-guard,0,6,45,49,65,49,65,45,318,False,False,generation-ii,NoUsage,NoUsage,0.0
153,bayleef,grass,None,overgrow,None,leaf-guard,1,15,60,62,80,63,80,60,405,False,False,generation-ii,NoUsage,NoUsage,0.0
154,meganium,grass,None,overgrow,None,leaf-guard,1,100,80,82,100,83,100,80,525,False,False,generation-ii,NoUsage,NoUsage,0.0
155,cyndaquil,fire,None,blaze,None,flash-fire,0,7,39,52,43,60,50,65,309,False,False,generation-ii,NoUsage,0.0,0.0
156,quilava,fire,None,blaze,None,flash-fire,0,19,58,64,58,80,65,80,405,False,False,generation-ii,NoUsage,0.0,0.0
157,typhlosion,fire,None,blaze,None,flash-fire,1,79,78,84,78,109,85,100,534,False,False,generation-ii,NoUsage,0.12151,0.00632
157,typhlosion-hisui,fire,ghost,blaze,None,frisk,1,69,73,84,78,119,85,95,534,False,False,generation-ii,NoUsage,1.08423,0.09273
158,totodile,water,None,torrent,None,sheer-force,0,9,50,65,64,44,48,43,314,False,False,generation-ii,NoUsage,NoUsage,0.0
159,croconaw,water,None,torrent,None,sheer-force,1,25,65,80,80,59,63,58,405,False,False,generation-ii,NoUsage,NoUsage,0.0
160,feraligatr,water,None,torrent,None,sheer-force,2,88,85,105,100,79,83,78,530,False,False,generation-ii,NoUsage,NoUsage,0.03425
161,sentret,normal,None,run-away,keen-eye,frisk,0,6,35,46,34,35,45,20,215,False,False,generation-ii,NoUsage,0.0,0.0
162,furret,normal,None,run-away,keen-eye,frisk,1,32,85,76,64,45,55,90,415,False,False,generation-ii,NoUsage,0.033,0.00428
163,hoothoot,normal,flying,insomnia,keen-eye,tinted-lens,0,21,60,30,30,36,56,50,262,False,False,generation-ii,0.0,0.0,0.0
164,noctowl,normal,flying,insomnia,keen-eye,tinted-lens,1,40,100,50,50,86,96,70,452,False,False,generation-ii,0.0,0.00113,5e-05
165,ledyba,bug,flying,swarm,early-bird,rattled,1,10,40,20,30,40,80,55,265,False,False,generation-ii,NoUsage,NoUsage,NoUsage
166,ledian,bug,flying,swarm,early-bird,iron-fist,1,35,55,35,50,55,110,85,390,False,False,generation-ii,NoUsage,NoUsage,NoUsage
167,spinarak,bug,poison,swarm,insomnia,sniper,0,8,40,60,40,40,40,30,250,False,False,generation-ii,NoUsage,0.00302,0.0
168,ariados,bug,poison,swarm,insomnia,sniper,1,33,70,90,70,60,70,40,400,False,False,generation-ii,NoUsage,0.00294,0.00382
169,crobat,poison,flying,inner-focus,None,infiltrator,1,75,85,90,80,70,80,130,535,False,False,generation-ii,0.03343,NoUsage,NoUsage
170,chinchou,water,electric,volt-absorb,illuminate,water-absorb,0,12,75,38,38,56,56,67,330,False,False,generation-ii,0.0,NoUsage,0.0
171,lanturn,water,electric,volt-absorb,illuminate,water-absorb,1,22,125,58,58,76,76,67,460,False,False,generation-ii,0.0,NoUsage,0.00762
172,pichu,electric,None,static,None,lightning-rod,0,2,20,40,15,35,35,60,205,False,False,generation-ii,0.0,0.0,0.0
173,cleffa,fairy,None,cute-charm,magic-guard,friend-guard,0,3,50,25,28,45,55,15,218,False,False,generation-ii,0.0,3e-05,0.0
174,igglybuff,normal,fairy,cute-charm,competitive,friend-guard,0,1,90,30,15,40,20,15,210,False,False,generation-ii,0.0,0.0,0.0
175,togepi,fairy,None,hustle,serene-grace,super-luck,0,1,35,20,65,40,65,20,245,False,False,generation-ii,0.0,NoUsage,NoUsage
176,togetic,fairy,flying,hustle,serene-grace,super-luck,0,3,55,40,85,80,105,40,405,False,False,generation-ii,0.02331,NoUsage,NoUsage
177,natu,psychic,flying,synchronize,early-bird,magic-bounce,0,2,40,50,45,70,45,70,320,False,False,generation-ii,0.0,NoUsage,NoUsage
178,xatu,psychic,flying,synchronize,early-bird,magic-bounce,1,15,65,75,70,95,70,95,470,False,False,generation-ii,0.0,NoUsage,NoUsage
179,mareep,electric,None,static,None,plus,0,7,55,40,40,65,45,35,280,False,False,generation-ii,NoUsage,0.0,0.0
180,flaaffy,electric,None,static,None,plus,0,13,70,55,55,80,60,45,365,False,False,generation-ii,NoUsage,0.0,0.0
181,ampharos,electric,None,static,None,plus,1,61,90,75,85,115,90,55,510,False,False,generation-ii,NoUsage,0.0258,0.00596
181,ampharos-mega,electric,dragon,mold-breaker,None,None ,1,61,90,95,105,165,110,45,610,False,False,generation-ii,NoUsage,NoUsage,NoUsage
182,bellossom,grass,None,chlorophyll,None,healer,0,5,75,80,95,90,100,50,490,False,False,generation-ii,0.0,NoUsage,0.00233
183,marill,water,fairy,thick-fat,huge-power,sap-sipper,0,8,70,20,50,20,50,40,250,False,False,generation-ii,0.0,0.0,0.0
184,azumarill,water,fairy,thick-fat,huge-power,sap-sipper,0,28,100,50,80,60,80,50,420,False,False,generation-ii,0.06595,1.82885,0.17367
185,sudowoodo,rock,None,sturdy,rock-head,rattled,1,38,70,100,115,30,65,30,410,False,False,generation-ii,0.0,0.0,0.00018
186,politoed,water,None,water-absorb,damp,drizzle,1,33,90,75,75,90,100,70,500,False,False,generation-ii,0.086,1.72843,0.3112
187,hoppip,grass,flying,chlorophyll,leaf-guard,infiltrator,0,0,35,35,40,35,55,50,250,False,False,generation-ii,NoUsage,0.0,0.0
188,skiploom,grass,flying,chlorophyll,leaf-guard,infiltrator,0,1,55,45,50,45,65,80,340,False,False,generation-ii,NoUsage,0.0,0.0
189,jumpluff,grass,flying,chlorophyll,leaf-guard,infiltrator,0,3,75,55,70,55,95,110,460,False,False,generation-ii,NoUsage,0.54504,0.159
190,aipom,normal,None,run-away,pickup,skill-link,0,11,55,70,55,40,55,85,360,False,False,generation-ii,NoUsage,0.0,0.0
191,sunkern,grass,None,chlorophyll,solar-power,early-bird,0,1,30,30,30,30,30,30,180,False,False,generation-ii,NoUsage,0.0,0.0
192,sunflora,grass,None,chlorophyll,solar-power,early-bird,0,8,75,75,55,105,85,30,425,False,False,generation-ii,NoUsage,0.00056,0.00112
193,yanma,bug,flying,speed-boost,compound-eyes,frisk,1,38,65,65,45,75,45,95,390,False,False,generation-ii,NoUsage,2e-05,0.0
194,wooper,water,ground,damp,water-absorb,unaware,0,8,55,45,45,25,25,15,210,False,False,generation-ii,0.0,0.0,0.0
194,wooper-paldea,poison,ground,poison-point,water-absorb,unaware,0,11,55,45,45,25,25,15,210,False,False,generation-ii,NoUsage,0.0,0.0
195,quagsire,water,ground,damp,water-absorb,unaware,1,75,95,85,85,65,65,35,430,False,False,generation-ii,0.0,0.00549,0.00102
196,espeon,psychic,None,synchronize,None,magic-bounce,0,26,65,65,60,130,95,110,525,False,False,generation-ii,0.00465,0.01149,0.03198
197,umbreon,dark,None,synchronize,None,inner-focus,1,27,95,65,110,60,130,65,525,False,False,generation-ii,1.05996,0.46572,0.04294
198,murkrow,dark,flying,insomnia,super-luck,prankster,0,2,60,85,42,85,42,91,405,False,False,generation-ii,NoUsage,7.86464,0.17628
199,slowking,water,psychic,oblivious,own-tempo,regenerator,2,79,95,75,80,100,110,30,490,False,False,generation-ii,0.00019,0.08981,0.09133
199,slowking-galar,poison,psychic,curious-medicine,own-tempo,regenerator,1,79,95,65,80,110,110,30,490,False,False,generation-ii,0.00544,0.11105,0.03606
200,misdreavus,ghost,None,levitate,None,None ,0,1,60,60,60,85,85,85,435,False,False,generation-ii,NoUsage,0.00276,0.0111
201,unown,psychic,None,levitate,None,None ,0,5,48,72,48,72,48,48,336,False,False,generation-ii,NoUsage,NoUsage,NoUsage
202,wobbuffet,psychic,None,shadow-tag,None,telepathy,1,28,190,33,58,33,58,33,405,False,False,generation-ii,1e-05,NoUsage,NoUsage
203,girafarig,normal,psychic,inner-focus,early-bird,sap-sipper,1,41,70,80,65,90,65,85,455,False,False,generation-ii,NoUsage,0.0,0.00093
204,pineco,bug,None,sturdy,None,overcoat,0,7,50,65,90,35,35,15,290,False,False,generation-ii,NoUsage,0.0,0.0
205,forretress,bug,steel,sturdy,None,overcoat,1,125,75,90,140,60,60,40,465,False,False,generation-ii,NoUsage,0.00501,0.00282
206,dunsparce,normal,None,serene-grace,run-away,rattled,1,14,100,70,70,65,65,45,415,False,False,generation-ii,1e-05,0.00135,4e-05
207,gligar,ground,flying,hyper-cutter,sand-veil,immunity,1,64,65,75,105,35,65,85,430,False,False,generation-ii,NoUsage,0.00025,0.0
208,steelix,steel,ground,rock-head,sturdy,sheer-force,9,400,75,85,200,55,65,30,510,False,False,generation-ii,0.0,NoUsage,NoUsage
208,steelix-mega,steel,ground,sand-force,None,None ,10,740,75,125,230,55,95,30,610,False,False,generation-ii,NoUsage,NoUsage,NoUsage
209,snubbull,fairy,None,intimidate,run-away,rattled,0,7,60,80,50,40,40,30,300,False,False,generation-ii,NoUsage,NoUsage,0.0
210,granbull,fairy,None,intimidate,quick-feet,rattled,1,48,90,120,75,60,60,45,450,False,False,generation-ii,NoUsage,NoUsage,0.01013
211,qwilfish,water,poison,poison-point,swift-swim,intimidate,0,3,65,95,85,55,55,85,440,False,False,generation-ii,0.00243,0.0,0.0
211,qwilfish-hisui,dark,poison,poison-point,swift-swim,intimidate,0,3,65,95,85,55,55,85,440,False,False,generation-ii,NoUsage,0.13226,0.00605
212,scizor,bug,steel,swarm,technician,light-metal,1,118,70,130,100,55,80,65,500,False,False,generation-ii,0.05268,2.51191,0.46289
212,scizor-mega,bug,steel,technician,None,None ,2,125,70,150,140,65,100,75,600,False,False,generation-ii,NoUsage,NoUsage,NoUsage
213,shuckle,bug,rock,sturdy,gluttony,contrary,0,20,20,10,230,10,230,5,505,False,False,generation-ii,0.20286,NoUsage,NoUsage
214,heracross,bug,fighting,swarm,guts,moxie,1,54,80,125,75,40,95,85,500,False,False,generation-ii,3e-05,0.00242,0.00765
214,heracross-mega,bug,fighting,skill-link,None,None ,1,62,80,185,115,40,105,75,600,False,False,generation-ii,NoUsage,NoUsage,NoUsage
215,sneasel,dark,ice,inner-focus,keen-eye,pickpocket,0,28,55,95,55,35,75,115,430,False,False,generation-ii,0.0025,0.00046,0.00567
215,sneasel-hisui,fighting,poison,inner-focus,keen-eye,pickpocket,0,27,55,95,55,35,75,115,430,False,False,generation-ii,NoUsage,1e-05,5e-05
216,teddiursa,normal,None,pickup,quick-feet,honey-gather,0,8,60,80,50,50,50,40,330,False,False,generation-ii,NoUsage,0.0,0.0
217,ursaring,normal,None,guts,quick-feet,unnerve,1,125,90,130,75,75,75,55,500,False,False,generation-ii,NoUsage,0.0508,2e-05
218,slugma,fire,None,magma-armor,flame-body,weak-armor,0,35,40,40,40,70,40,20,250,False,False,generation-ii,NoUsage,0.0,0.0
219,magcargo,fire,rock,magma-armor,flame-body,weak-armor,0,55,60,50,120,90,80,30,430,False,False,generation-ii,NoUsage,0.00287,0.00048
220,swinub,ice,ground,oblivious,snow-cloak,thick-fat,0,6,50,50,40,30,30,50,250,False,False,generation-ii,0.0,0.0,0.0
221,piloswine,ice,ground,oblivious,snow-cloak,thick-fat,1,55,100,100,80,60,60,50,450,False,False,generation-ii,0.0,0.02666,0.0
222,corsola,water,rock,hustle,natural-cure,regenerator,0,5,65,55,95,65,95,35,410,False,False,generation-ii,0.0,NoUsage,NoUsage
222,corsola-galar,ghost,None,weak-armor,None,cursed-body,0,0,60,55,100,65,100,30,410,False,False,generation-ii,0.00316,NoUsage,NoUsage
223,remoraid,water,None,hustle,sniper,moody,0,12,35,65,35,65,35,65,300,False,False,generation-ii,0.0,NoUsage,NoUsage
224,octillery,water,None,suction-cups,sniper,moody,0,28,75,105,75,105,75,45,480,False,False,generation-ii,0.0,NoUsage,NoUsage
225,delibird,ice,flying,vital-spirit,hustle,insomnia,0,16,45,55,45,65,45,75,330,False,False,generation-ii,0.0,0.01117,0.0
226,mantine,water,flying,swift-swim,water-absorb,water-veil,2,220,85,40,70,80,140,70,485,False,False,generation-ii,0.01735,NoUsage,NoUsage
227,skarmory,steel,flying,keen-eye,sturdy,weak-armor,1,50,65,80,140,40,70,70,465,False,False,generation-ii,0.00017,NoUsage,0.00795
228,houndour,dark,fire,early-bird,flash-fire,unnerve,0,10,45,60,30,80,50,65,330,False,False,generation-ii,NoUsage,0.0,0.0
229,houndoom,dark,fire,early-bird,flash-fire,unnerve,1,35,75,90,50,110,80,95,500,False,False,generation-ii,NoUsage,0.00433,0.00058
229,houndoom-mega,dark,fire,solar-power,None,None ,1,49,75,90,90,140,90,115,600,False,False,generation-ii,NoUsage,NoUsage,NoUsage
230,kingdra,water,dragon,swift-swim,sniper,damp,1,152,75,95,95,95,95,85,540,False,False,generation-ii,1.5165,NoUsage,0.22696
231,phanpy,ground,None,pickup,None,sand-veil,0,33,90,60,60,40,40,40,330,False,False,generation-ii,NoUsage,0.0,0.0
232,donphan,ground,None,sturdy,None,sand-veil,1,120,90,120,120,60,60,50,500,False,False,generation-ii,NoUsage,0.01344,0.00062
233,porygon2,normal,None,trace,download,analytic,0,32,85,80,90,105,95,60,515,False,False,generation-ii,7.25008,NoUsage,2.25316
234,stantler,normal,None,intimidate,frisk,sap-sipper,1,71,73,95,62,85,65,85,465,False,False,generation-ii,NoUsage,0.01101,0.00425
235,smeargle,normal,None,own-tempo,technician,moody,1,58,55,20,35,20,45,75,250,False,False,generation-ii,NoUsage,NoUsage,1.24201
236,tyrogue,fighting,None,guts,steadfast,vital-spirit,0,21,35,35,35,35,35,35,210,False,False,generation-ii,0.0,NoUsage,0.0
237,hitmontop,fighting,None,intimidate,technician,steadfast,1,48,50,95,95,35,110,70,455,False,False,generation-ii,0.44831,NoUsage,0.27462
238,smoochum,ice,psychic,oblivious,forewarn,hydration,0,6,45,30,15,85,65,65,305,False,False,generation-ii,0.0,NoUsage,NoUsage
239,elekid,electric,None,static,None,vital-spirit,0,23,45,63,37,65,55,95,360,False,False,generation-ii,0.0,NoUsage,0.0
240,magby,fire,None,flame-body,None,vital-spirit,0,21,45,75,37,70,55,83,365,False,False,generation-ii,0.0,NoUsage,0.0
241,miltank,normal,None,thick-fat,scrappy,sap-sipper,1,75,95,80,105,40,70,100,490,False,False,generation-ii,0.0,NoUsage,NoUsage
242,blissey,normal,None,natural-cure,serene-grace,healer,1,46,255,10,10,75,135,55,540,False,False,generation-ii,0.00243,0.00559,0.00862
243,raikou,electric,None,pressure,None,inner-focus,1,178,90,85,75,115,100,115,580,True,False,generation-ii,0.15819,NoUsage,0.15887
244,entei,fire,None,pressure,None,inner-focus,2,198,115,115,85,90,75,100,580,True,False,generation-ii,1.32902,NoUsage,12.61883
245,suicune,water,None,pressure,None,inner-focus,2,187,100,75,115,90,115,85,580,True,False,generation-ii,1.45767,NoUsage,0.66491
246,larvitar,rock,ground,guts,None,sand-veil,0,72,50,64,50,45,50,41,300,False,False,generation-ii,0.0,0.0,0.0
247,pupitar,rock,ground,shed-skin,None,None ,1,152,70,84,70,65,70,51,410,False,False,generation-ii,0.0,0.0,0.0
248,tyranitar,rock,dark,sand-stream,None,unnerve,2,202,100,134,110,95,100,61,600,False,False,generation-ii,0.09196,5.91237,1.83539
248,tyranitar-mega,rock,dark,sand-stream,None,None ,2,255,100,164,150,95,120,71,700,False,False,generation-ii,NoUsage,NoUsage,NoUsage
249,lugia,psychic,flying,pressure,None,multiscale,5,216,106,90,130,90,154,110,680,True,False,generation-ii,0.62118,NoUsage,0.26919
250,ho-oh,fire,flying,pressure,None,regenerator,3,199,106,130,90,110,154,90,680,True,False,generation-ii,1.36268,NoUsage,0.68097
251,celebi,psychic,grass,natural-cure,None,None ,0,5,100,100,100,100,100,100,600,False,True,generation-ii,NoUsage,NoUsage,NoUsage
252,treecko,grass,None,overgrow,None,unburden,0,5,40,45,35,65,55,70,310,False,False,generation-iii,0.0,NoUsage,0.0
253,grovyle,grass,None,overgrow,None,unburden,0,21,50,65,45,85,65,95,405,False,False,generation-iii,0.0,NoUsage,0.0
254,sceptile,grass,None,overgrow,None,unburden,1,52,70,85,65,105,85,120,530,False,False,generation-iii,0.00277,NoUsage,0.10106
254,sceptile-mega,grass,dragon,lightning-rod,None,None ,1,55,70,110,75,145,85,145,630,False,False,generation-iii,NoUsage,NoUsage,NoUsage
255,torchic,fire,None,blaze,None,speed-boost,0,2,45,60,40,70,50,45,310,False,False,generation-iii,0.0,NoUsage,0.0
256,combusken,fire,fighting,blaze,None,speed-boost,0,19,60,85,60,85,60,55,405,False,False,generation-iii,0.0,NoUsage,0.0
257,blaziken,fire,fighting,blaze,None,speed-boost,1,52,80,120,70,110,70,80,530,False,False,generation-iii,0.00474,NoUsage,0.12005
257,blaziken-mega,fire,fighting,speed-boost,None,None ,1,52,80,160,80,130,80,100,630,False,False,generation-iii,NoUsage,NoUsage,NoUsage
258,mudkip,water,None,torrent,None,damp,0,7,50,70,50,50,50,40,310,False,False,generation-iii,0.0,NoUsage,0.0
259,marshtomp,water,ground,torrent,None,damp,0,28,70,85,70,60,70,50,405,False,False,generation-iii,0.0,NoUsage,0.0
260,swampert,water,ground,torrent,None,damp,1,81,100,110,90,85,90,60,535,False,False,generation-iii,0.05529,NoUsage,0.03132
260,swampert-mega,water,ground,swift-swim,None,None ,1,102,100,150,110,95,110,70,635,False,False,generation-iii,NoUsage,NoUsage,NoUsage
261,poochyena,dark,None,run-away,quick-feet,rattled,0,13,35,55,35,30,30,35,220,False,False,generation-iii,NoUsage,0.0,0.0
262,mightyena,dark,None,intimidate,quick-feet,moxie,1,37,70,90,70,60,60,70,420,False,False,generation-iii,NoUsage,0.00347,1e-05
263,zigzagoon,normal,None,pickup,gluttony,quick-feet,0,17,38,30,41,30,41,60,240,False,False,generation-iii,0.0,NoUsage,NoUsage
263,zigzagoon-galar,dark,normal,pickup,gluttony,quick-feet,0,17,38,30,41,30,41,60,240,False,False,generation-iii,0.0,NoUsage,NoUsage
264,linoone,normal,None,pickup,gluttony,quick-feet,0,32,78,70,61,50,61,100,420,False,False,generation-iii,0.0,NoUsage,NoUsage
264,linoone-galar,dark,normal,pickup,gluttony,quick-feet,0,32,78,70,61,50,61,100,420,False,False,generation-iii,0.0,NoUsage,NoUsage
265,wurmple,bug,None,shield-dust,None,run-away,0,3,45,45,35,20,30,20,195,False,False,generation-iii,NoUsage,NoUsage,NoUsage
266,silcoon,bug,None,shed-skin,None,None ,0,10,50,35,55,25,25,15,205,False,False,generation-iii,NoUsage,NoUsage,NoUsage
267,beautifly,bug,flying,swarm,None,rivalry,1,28,60,70,50,100,50,65,395,False,False,generation-iii,NoUsage,NoUsage,NoUsage
268,cascoon,bug,None,shed-skin,None,None ,0,11,50,35,55,25,25,15,205,False,False,generation-iii,NoUsage,NoUsage,NoUsage
269,dustox,bug,poison,shield-dust,None,compound-eyes,1,31,60,50,70,50,90,65,385,False,False,generation-iii,NoUsage,NoUsage,NoUsage
270,lotad,water,grass,swift-swim,rain-dish,own-tempo,0,2,40,30,30,40,50,30,220,False,False,generation-iii,0.0,0.0,0.0
271,lombre,water,grass,swift-swim,rain-dish,own-tempo,1,32,60,50,50,60,70,50,340,False,False,generation-iii,0.0,0.0,0.0
272,ludicolo,water,grass,swift-swim,rain-dish,own-tempo,1,55,80,70,70,90,100,70,480,False,False,generation-iii,0.33429,0.53027,0.06202
273,seedot,grass,None,chlorophyll,early-bird,pickpocket,0,4,40,40,50,30,30,30,220,False,False,generation-iii,0.0,0.0,0.0
274,nuzleaf,grass,dark,chlorophyll,early-bird,pickpocket,1,28,70,70,40,60,40,60,340,False,False,generation-iii,0.0,0.0,0.0
275,shiftry,grass,dark,chlorophyll,wind-rider,pickpocket,1,59,90,100,60,90,60,80,480,False,False,generation-iii,0.00936,0.91003,0.0761
276,taillow,normal,flying,guts,None,scrappy,0,2,40,55,30,30,30,85,270,False,False,generation-iii,NoUsage,NoUsage,NoUsage
277,swellow,normal,flying,guts,None,scrappy,0,19,60,85,60,75,50,125,455,False,False,generation-iii,NoUsage,NoUsage,NoUsage
278,wingull,water,flying,keen-eye,hydration,rain-dish,0,9,40,30,30,55,30,85,270,False,False,generation-iii,0.0,0.0,0.0
279,pelipper,water,flying,keen-eye,drizzle,rain-dish,1,28,60,50,100,95,70,65,440,False,False,generation-iii,0.12019,5.51125,3.96501
280,ralts,psychic,fairy,synchronize,trace,telepathy,0,6,28,25,25,45,35,40,198,False,False,generation-iii,0.0,0.0,0.0
281,kirlia,psychic,fairy,synchronize,trace,telepathy,0,20,38,35,35,65,55,50,278,False,False,generation-iii,0.0,0.0,0.0
282,gardevoir,psychic,fairy,synchronize,trace,telepathy,1,48,68,65,65,125,115,80,518,False,False,generation-iii,0.00658,0.64392,0.03996
282,gardevoir-mega,psychic,fairy,pixilate,None,None ,1,48,68,85,65,165,135,100,618,False,False,generation-iii,NoUsage,NoUsage,NoUsage
283,surskit,bug,water,swift-swim,None,rain-dish,0,1,40,30,32,50,52,65,269,False,False,generation-iii,NoUsage,0.0,0.0
284,masquerain,bug,flying,intimidate,None,unnerve,0,3,70,60,62,100,82,80,454,False,False,generation-iii,NoUsage,0.01418,0.00334
285,shroomish,grass,None,effect-spore,poison-heal,quick-feet,0,4,60,40,60,40,60,35,295,False,False,generation-iii,NoUsage,0.0,0.0
286,breloom,grass,fighting,effect-spore,poison-heal,technician,1,39,60,130,80,60,60,70,460,False,False,generation-iii,NoUsage,0.70696,0.04988
287,slakoth,normal,None,truant,None,None ,0,24,60,60,60,35,35,30,280,False,False,generation-iii,NoUsage,0.0,0.0
288,vigoroth,normal,None,vital-spirit,None,None ,1,46,80,80,80,55,55,90,440,False,False,generation-iii,NoUsage,0.0,0.0
289,slaking,normal,None,truant,None,None ,2,130,150,160,100,95,65,100,670,False,False,generation-iii,NoUsage,0.05882,0.02083
290,nincada,bug,ground,compound-eyes,None,run-away,0,5,31,45,90,30,30,40,266,False,False,generation-iii,0.0,NoUsage,NoUsage
291,ninjask,bug,flying,speed-boost,None,infiltrator,0,12,61,90,45,50,50,160,456,False,False,generation-iii,0.00493,NoUsage,NoUsage
292,shedinja,bug,ghost,wonder-guard,None,None ,0,1,1,90,45,30,30,40,236,False,False,generation-iii,0.65669,NoUsage,NoUsage
293,whismur,normal,None,soundproof,None,rattled,0,16,64,51,23,51,23,28,240,False,False,generation-iii,0.0,NoUsage,NoUsage
294,loudred,normal,None,soundproof,None,scrappy,1,40,84,71,43,71,43,48,360,False,False,generation-iii,0.0,NoUsage,NoUsage
295,exploud,normal,None,soundproof,None,scrappy,1,84,104,91,63,91,73,68,490,False,False,generation-iii,0.0006,NoUsage,NoUsage
